match_id,date,home_team_id,away_team_id,home_elo,home_fifa_rank,home_recent_form,home_attack_strength,home_defense_strength,away_elo,away_fifa_rank,away_recent_form,away_attack_strength,away_defense_strength,home_advantage,competition_weight,neutral,elo_difference,ranking_difference,attack_difference,defense_difference,recent_form_difference,competition_strength,historical_win_rate,head_to_head_score,home_score,away_score,result
44,2010-02-02 00:00:00,144,93,1500.0,50,0.5,1.0,1.0,1515.0,50,1.0,2.0,1.0,100,0.9,0,-15.0,0,-1.0,0.0,-0.5,0.9,0.5,0.0,2,0,0
45,2010-02-03 00:00:00,90,135,1500.6471999915343,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.3,0,0.6471999915343076,0,0.0,0.0,0.0,0.3,0.5,0.0,2,0,0
46,2010-02-04 00:00:00,6,59,1500.0,50,0.5,1.0,1.0,1469.3528000084657,50,0.0,0.0,1.5,100,0.9,0,30.647199991534308,0,1.0,-0.5,0.5,0.9,0.5,0.0,1,0,0
47,2010-02-06 00:00:00,107,32,1500.0,50,0.5,1.0,1.0,1485.0,50,0.0,0.0,2.0,100,0.9,0,15.0,0,1.0,-1.0,0.5,0.9,0.5,0.0,2,2,1
48,2010-02-08 00:00:00,79,95,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.3,0,0.0,0,0.0,0.0,0.0,0.3,0.5,0.0,1,0,0
49,2010-02-08 00:00:00,26,146,1486.9114557615724,50,0.3333333333333333,0.3333333333333333,1.0,1500.0,50,0.5,1.0,1.0,100,0.8,0,-13.08854423842763,0,-0.6666666666666667,0.0,-0.16666666666666669,0.8,0.5,0.0,0,1,2
50,2010-02-09 00:00:00,115,146,1530.6471999915343,50,1.0,3.0,1.5,1515.0,50,0.75,1.0,0.5,100,0.9,0,15.647199991534308,0,2.0,1.0,0.25,0.9,0.5,0.0,0,1,2
51,2010-02-10 00:00:00,97,58,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,0,0.6,1,0.0,0,0.0,0.0,0.0,0.6,0.5,0.0,1,1,1
52,2010-02-10 00:00:00,18,127,1500.0,50,0.5,1.0,1.0,1485.0,50,0.0,0.0,2.0,100,0.7,0,15.0,0,1.0,-1.0,0.5,0.7,0.5,0.0,2,1,0
53,2010-02-11 00:00:00,10,156,1515.0,50,0.75,1.0,0.5,1515.0,50,0.75,1.5,1.0,100,0.9,0,0.0,0,-0.5,-0.5,0.0,0.9,0.5,0.0,0,0,1
54,2010-02-12 00:00:00,29,72,1499.3528000084657,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.9,0,-0.6471999915343076,0,0.0,0.0,0.0,0.9,0.5,0.0,1,2,2
55,2010-02-13 00:00:00,99,144,1500.0,50,0.5,1.0,1.0,1515.0,50,1.0,2.0,0.0,0,0.6,1,-15.0,0,-1.0,1.0,-0.5,0.6,0.5,0.0,0,1,2
56,2010-02-14 00:00:00,66,4,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.9,0,0.0,0,0.0,0.0,0.0,0.9,0.5,0.0,0,1,2
57,2010-02-15 00:00:00,96,135,1485.0,50,0.0,1.0,2.0,1485.0,50,0.0,0.0,2.0,0,1.0,1,0.0,0,1.0,0.0,0.0,1.0,0.5,0.0,2,1,0
58,2010-02-16 00:00:00,115,50,1514.32747514012,50,0.6666666666666666,2.0,1.3333333333333333,1485.0,50,0.0,2.0,3.0,0,0.55,1,29.327475140119986,0,0.0,-1.6666666666666667,0.6666666666666666,0.55,0.5,1.0,4,0,0
59,2010-02-19 00:00:00,84,7,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.7,0,0.0,0,0.0,0.0,0.0,0.7,0.5,0.0,0,2,2
60,2010-02-19 00:00:00,77,60,1500.6471999915343,50,0.5,0.5,1.0,1500.0,50,0.5,1.0,1.0,0,0.6,1,0.6471999915343076,0,-0.5,0.0,0.0,0.6,0.5,0.0,1,1,1
61,2010-02-20 00:00:00,103,82,1500.0,50,0.5,1.0,1.0,1500.6471999915343,50,0.5,1.5,1.0,100,0.7,0,-0.6471999915343076,0,-0.5,0.0,0.0,0.7,0.5,0.0,3,0,0
62,2010-02-21 00:00:00,72,24,1515.0,50,1.0,2.0,1.0,1515.0,50,1.0,1.0,0.0,0,0.6,1,0.0,0,1.0,1.0,0.0,0.6,0.5,0.0,3,1,0
63,2010-02-22 00:00:00,103,116,1515.0,50,1.0,3.0,0.0,1500.0,50,0.5,1.0,1.0,100,0.9,0,15.0,0,2.0,-1.0,0.5,0.9,0.5,0.0,1,0,0
64,2010-02-22 00:00:00,103,54,1515.0,50,1.0,3.0,0.0,1485.0,50,0.0,0.0,1.0,100,0.7,0,30.0,0,3.0,-1.0,1.0,0.7,0.5,0.0,2,0,0
65,2010-02-22 00:00:00,135,42,1469.3528000084657,50,0.0,0.5,2.0,1500.0,50,0.5,1.0,1.0,100,0.7,0,-30.647199991534308,0,-0.5,1.0,-0.5,0.7,0.5,0.0,1,1,1
66,2010-02-26 00:00:00,77,90,1500.6192581541156,50,0.5,0.6666666666666666,1.0,1515.6192581541156,50,0.6666666666666666,1.3333333333333333,0.6666666666666666,100,0.9,0,-15.0,0,-0.6666666666666666,0.33333333333333337,-0.16666666666666663,0.9,0.5,0.0,2,1,0
67,2010-02-27 00:00:00,11,65,1500.0,50,0.5,1.0,1.0,1485.0,50,0.0,0.0,2.0,100,0.3,0,15.0,0,1.0,-1.0,0.5,0.3,0.5,0.0,2,1,0
68,2010-02-28 00:00:00,140,141,1500.0,50,0.5,1.0,1.0,1485.0,50,0.0,1.0,2.0,100,0.8,0,15.0,0,0.0,-1.0,0.5,0.8,0.5,0.0,0,0,1
69,2010-03-01 00:00:00,122,21,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.9,0,0.0,0,0.0,0.0,0.0,0.9,0.5,0.0,2,3,2
70,2010-03-02 00:00:00,139,28,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.9,0,0.0,0,0.0,0.0,0.0,0.9,0.5,0.0,0,1,2
71,2010-03-02 00:00:00,121,134,1500.0,50,0.5,1.0,1.0,1485.0,50,0.0,0.0,1.0,100,0.9,0,15.0,0,1.0,0.0,0.5,0.9,0.5,0.0,0,3,2
72,2010-03-03 00:00:00,133,33,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,0,1.0,1,0.0,0,0.0,0.0,0.0,1.0,0.5,0.0,0,0,1
73,2010-03-03 00:00:00,138,100,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.9,0,0.0,0,0.0,0.0,0.0,0.9,0.5,0.0,1,1,1
74,2010-03-05 00:00:00,60,26,1500.0,50,0.5,1.0,1.0,1472.4762664780574,50,0.25,0.25,1.0,100,0.9,0,27.52373352194263,0,0.75,0.0,0.25,0.9,0.5,0.0,0,1,2
75,2010-03-06 00:00:00,89,72,1500.6471999915343,50,0.5,1.5,1.0,1529.3528000084657,50,1.0,2.5,1.0,100,0.3,0,-28.705600016931385,0,-1.0,0.0,-0.5,0.3,0.5,0.0,2,1,0
76,2010-03-06 00:00:00,103,96,1543.0885442384276,50,1.0,2.0,0.0,1500.6471999915343,50,0.5,1.5,1.5,100,0.3,0,42.44134424689332,0,0.5,-1.5,0.5,0.3,0.5,0.0,2,1,0
77,2010-03-07 00:00:00,152,35,1500.0,50,0.5,1.0,1.0,1515.0,50,1.0,2.0,1.0,100,0.7,0,-15.0,0,-1.0,0.0,-0.5,0.7,0.5,0.0,1,2,2
78,2010-03-08 00:00:00,142,10,1500.0,50,0.5,1.0,1.0,1514.3528000084657,50,0.6666666666666666,0.6666666666666666,0.3333333333333333,0,1.0,1,-14.352800008465692,0,0.33333333333333337,0.6666666666666667,-0.16666666666666663,1.0,0.5,0.0,1,1,1
79,2010-03-09 00:00:00,111,22,1500.0,50,0.5,2.0,2.0,1500.0,50,0.5,1.0,1.0,100,0.9,0,0.0,0,1.0,1.0,0.0,0.9,0.5,0.0,1,0,0
80,2010-03-09 00:00:00,49,137,1500.0,50,0.5,2.0,2.0,1500.0,50,0.5,1.0,1.0,0,0.6,1,0.0,0,1.0,1.0,0.0,0.6,0.5,0.0,1,1,1
81,2010-03-10 00:00:00,9,51,1515.0,50,1.0,1.0,0.0,1500.0,50,0.5,1.0,1.0,100,0.8,0,15.0,0,0.0,-1.0,0.5,0.8,0.5,0.0,0,1,2
82,2010-03-15 00:00:00,137,66,1500.0,50,0.5,1.0,1.0,1485.0,50,0.0,0.0,1.0,0,0.6,1,15.0,0,1.0,0.0,0.5,0.6,0.5,0.0,0,1,2
83,2010-03-15 00:00:00,111,123,1515.0,50,0.75,1.5,1.0,1500.0,50,0.5,1.0,1.0,0,0.75,1,15.0,0,0.5,0.0,0.25,0.75,0.5,0.0,0,1,2
84,2010-03-16 00:00:00,129,125,1515.0,50,1.0,1.0,0.0,1500.0,50,0.5,1.0,1.0,0,0.75,1,15.0,0,0.0,-1.0,0.5,0.75,0.5,0.0,2,2,1
85,2010-03-17 00:00:00,132,138,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.9,0,0.0,0,0.0,0.0,0.0,0.9,0.5,0.0,2,0,0
86,2010-03-19 00:00:00,108,92,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,2.0,2.0,0,1.0,1,0.0,0,-1.0,-1.0,0.0,1.0,0.5,0.0,0,1,2
87,2010-03-20 00:00:00,48,50,1485.0,50,0.0,0.0,1.0,1469.3528000084657,50,0.0,1.0,3.5,100,0.3,0,15.647199991534308,0,-1.0,-2.5,0.0,0.3,0.5,0.0,1,2,2
88,2010-03-24 00:00:00,17,99,1500.0,50,0.5,1.0,1.0,1485.0,50,0.0,0.0,1.0,100,0.9,0,15.0,0,1.0,0.0,0.5,0.9,0.5,0.0,2,0,0
89,2010-03-24 00:00:00,11,12,1515.0,50,1.0,2.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.3,0,15.0,0,1.0,0.0,0.5,0.3,0.5,0.0,1,0,0
90,2010-03-27 00:00:00,34,53,1485.0,50,0.0,0.0,2.0,1500.0,50,0.5,1.0,1.0,100,0.3,0,-15.0,0,-1.0,1.0,-0.5,0.3,0.5,0.0,1,1,1
91,2010-03-27 00:00:00,113,20,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,0,0.75,1,0.0,0,0.0,0.0,0.0,0.75,0.5,0.0,1,0,0
92,2010-03-27 00:00:00,11,37,1529.3528000084657,50,1.0,1.5,0.5,1500.0,50,0.5,1.0,1.0,100,0.9,0,29.352800008465692,0,0.5,-0.5,0.5,0.9,0.5,0.0,1,1,1
93,2010-03-30 00:00:00,1,23,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.9,0,0.0,0,0.0,0.0,0.0,0.9,0.5,0.0,5,1,0
94,2010-03-31 00:00:00,27,41,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.7,0,0.0,0,0.0,0.0,0.0,0.7,0.5,0.0,0,1,2
95,2010-03-31 00:00:00,37,93,1500.0,50,0.5,1.0,1.0,1500.6471999915343,50,0.5,1.0,1.5,0,0.6,1,-0.6471999915343076,0,0.0,-0.5,0.0,0.6,0.5,0.0,0,0,1
96,2010-04-01 00:00:00,20,47,1485.0,50,0.0,0.0,1.0,1515.0,50,1.0,1.0,0.0,0,0.75,1,-30.0,0,-1.0,1.0,-1.0,0.75,0.5,0.0,1,1,1
97,2010-04-01 00:00:00,37,135,1500.0,50,0.5,0.5,0.5,1470.67252485988,50,0.16666666666666666,0.6666666666666666,1.6666666666666667,100,0.7,0,29.327475140119986,0,-0.16666666666666663,-1.1666666666666667,0.33333333333333337,0.7,0.5,0.0,1,0,0
98,2010-04-01 00:00:00,76,99,1515.0,50,1.0,2.0,0.0,1469.3528000084657,50,0.0,0.0,1.5,100,0.3,0,45.64719999153431,0,2.0,-1.5,1.0,0.3,0.5,0.0,0,1,2
99,2010-04-07 00:00:00,10,72,1514.9721079383055,50,0.625,0.75,0.5,1515.6170557785038,50,0.6666666666666666,2.0,1.3333333333333333,100,0.9,0,-0.644947840198256,0,-1.25,-0.8333333333333333,-0.04166666666666663,0.9,0.5,0.0,1,0,0
100,2010-04-10 00:00:00,113,37,1515.0,50,1.0,1.0,0.0,1515.0,50,0.6666666666666666,0.6666666666666666,0.3333333333333333,100,0.9,0,0.0,0,0.33333333333333337,-0.3333333333333333,0.33333333333333337,0.9,0.5,0.0,2,0,0
101,2010-04-10 00:00:00,94,84,1485.0,50,0.0,0.0,1.0,1485.0,50,0.0,0.0,2.0,100,0.9,0,0.0,0,0.0,-1.0,0.0,0.9,0.5,0.0,1,2,2
102,2010-04-11 00:00:00,139,41,1485.0,50,0.0,0.0,1.0,1515.0,50,1.0,1.0,0.0,100,0.8,0,-30.0,0,-1.0,1.0,-1.0,0.8,0.5,0.0,2,2,1
103,2010-04-11 00:00:00,1,92,1515.0,50,1.0,5.0,1.0,1515.0,50,0.75,1.5,1.0,0,1.0,1,0.0,0,3.5,0.0,0.25,1.0,0.5,0.0,3,0,0
104,2010-04-11 00:00:00,65,15,1469.3528000084657,50,0.0,0.5,2.0,1515.0,50,1.0,2.0,1.0,100,0.3,0,-45.64719999153431,0,-1.5,1.0,-1.0,0.3,0.5,0.0,0,2,2
105,2010-04-14 00:00:00,112,105,1515.0,50,1.0,1.0,0.0,1485.0,50,0.0,1.0,2.0,0,0.75,1,30.0,0,0.0,-2.0,1.0,0.75,0.5,0.0,1,2,2
106,2010-04-14 00:00:00,37,45,1500.6471999915343,50,0.5,0.5,0.75,1500.0,50,0.5,1.0,1.0,0,0.6,1,0.6471999915343076,0,-0.5,-0.25,0.0,0.6,0.5,0.0,0,2,2
107,2010-04-14 00:00:00,44,52,1485.0,50,0.0,0.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.3,0,-15.0,0,-1.0,0.0,-0.5,0.3,0.5,0.0,0,3,2
108,2010-04-18 00:00:00,150,24,1500.0,50,0.5,1.0,1.0,1500.6471999915343,50,0.5,1.0,1.5,100,0.8,0,-0.6471999915343076,0,0.0,-0.5,0.0,0.8,0.5,0.0,0,1,2
109,2010-04-19 00:00:00,141,71,1484.3528000084657,50,0.25,0.5,1.0,1500.0,50,0.5,1.0,1.0,100,0.7,0,-15.647199991534308,0,-0.5,0.0,-0.25,0.7,0.5,0.0,1,1,1
110,2010-04-19 00:00:00,154,149,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.3,0,0.0,0,0.0,0.0,0.0,0.3,0.5,0.0,0,0,1
111,2010-04-20 00:00:00,153,3,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.8,0,0.0,0,0.0,0.0,0.0,0.8,0.5,0.0,0,4,2
112,2010-04-21 00:00:00,54,4,1469.3528000084657,50,0.0,0.0,1.5,1515.0,50,1.0,1.0,0.0,0,0.75,1,-45.64719999153431,0,-1.0,1.5,-1.0,0.75,0.5,0.0,0,3,2
113,2010-04-21 00:00:00,104,20,1500.0,50,0.5,1.0,1.0,1485.6471999915343,50,0.25,0.5,1.0,100,0.9,0,14.352800008465692,0,0.5,0.0,0.25,0.9,0.5,0.0,2,0,0
114,2010-04-22 00:00:00,138,157,1485.0,50,0.25,0.5,1.5,1500.0,50,0.5,1.0,1.0,100,0.3,0,-15.0,0,-0.5,0.5,-0.25,0.3,0.5,0.0,0,1,2
115,2010-04-24 00:00:00,45,56,1515.0,50,1.0,2.0,0.0,1500.0,50,0.5,1.0,1.0,100,0.9,0,15.0,0,1.0,-1.0,0.5,0.9,0.5,0.0,1,0,0
116,2010-04-24 00:00:00,78,43,1515.0,50,1.0,2.0,0.0,1500.0,50,0.5,1.0,1.0,0,0.6,1,15.0,0,1.0,-1.0,0.5,0.6,0.5,0.0,1,1,1
117,2010-04-25 00:00:00,120,48,1515.0,50,1.0,2.0,1.0,1470.6471999915343,50,0.0,0.5,1.5,0,0.75,1,44.35280000846569,0,1.5,-0.5,1.0,0.75,0.5,0.0,2,0,0
118,2010-04-28 00:00:00,12,8,1485.0,50,0.0,0.0,1.0,1515.0,50,1.0,2.0,0.0,100,0.5,0,-30.0,0,-2.0,1.0,-1.0,0.5,0.5,0.0,1,0,0
119,2010-04-28 00:00:00,92,46,1500.6471999915343,50,0.5,1.0,1.6666666666666667,1500.0,50,0.5,1.0,1.0,0,0.6,1,0.6471999915343076,0,0.0,0.6666666666666667,0.0,0.6,0.5,0.0,1,1,1
120,2010-04-28 00:00:00,143,129,1500.0,50,0.5,1.0,1.0,1514.3528000084657,50,0.75,1.5,1.0,0,1.0,1,-14.352800008465692,0,-0.5,0.0,-0.25,1.0,0.5,0.0,3,2,0
121,2010-04-28 00:00:00,47,135,1515.6471999915343,50,0.75,1.0,0.5,1454.4093546919976,50,0.125,0.5,1.5,100,0.9,0,61.23784529953673,0,0.5,-1.0,0.625,0.9,0.5,0.0,1,1,1
122,2010-04-29 00:00:00,55,57,1500.0,50,0.5,1.0,1.0,1500.0,50,0.5,1.0,1.0,100,0.7,0,0.0,0,0.0,0.0,0.0,0.7,0.5,0.0,3,0,0
123,2010-04-29 00:00:00,68,116,1500.0,50,0.5,1.0,1.0,1485.0,50,0.0,0.0,1.0,100,0.7,0,15.0,0,1.0,0.0,0.5,0.7,0.5,0.0,1,0,0
124,2010-04-30 00:00:00,38,52,1515.0,50,1.0,1.0,0.0,1515.0,50,0.75,2.0,0.5,100,0.9,0,0.0,0,-1.0,-0.5,0.25,0.9,0.5,0.0,2,2,1
125,2010-05-01 00:00:00,23,78,1485.0,50,0.0,1.0,5.0,1514.3528000084657,50,0.75,1.5,0.5,100,0.3,0,-29.352800008465692,0,-0.5,4.5,-0.75,0.3,0.5,0.0,0,0,1
126,2010-05-06 00:00:00,143,41,1515.0,50,1.0,3.0,2.0,1515.6471999915343,50,0.75,1.5,1.0,100,0.9,0,-0.6471999915343076,0,1.5,1.0,0.25,0.9,0.5,0.0,3,1,0
127,2010-05-07 00:00:00,33,122,1500.0,50,0.5,0.0,0.0,1485.0,50,0.0,2.0,3.0,100,0.7,0,15.0,0,-2.0,-3.0,0.5,0.7,0.5,0.0,2,3,2
128,2010-05-11 00:00:00,107,154,1500.0,50,0.5,2.0,2.0,1500.0,50,0.5,0.0,0.0,100,0.3,0,0.0,0,2.0,2.0,0.0,0.3,0.5,0.0,3,0,0
129,2010-05-12 00:00:00,94,7,1470.6471999915343,50,0.0,0.5,1.5,1515.0,50,1.0,2.0,0.0,0,0.6,1,-44.35280000846569,0,-1.5,1.5,-1.0,0.6,0.5,0.0,0,0,1
