date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,competition_weight
2010-03-10,Armenia,North Macedonia,0,1,UEFA European Championship,Neutral,Neutral,False,0.8
2010-03-15,Uganda,Belarus,0,1,Africa Cup of Nations,Neutral,Neutral,True,0.6
2010-03-15,Ireland,Sierra Leone,0,1,Copa America,Neutral,Neutral,True,0.75
2010-03-16,Guyana,Palestine,2,2,Copa America,Neutral,Neutral,True,0.75
2010-03-17,Ecuador,Vietnam,2,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-03-19,Latvia,Malaysia,0,1,FIFA World Cup,Neutral,Neutral,True,1.0
2010-03-20,Azerbaijan,Togo,1,2,International Friendly,Neutral,Neutral,False,0.3
2010-03-24,Trinidad and Tobago,Bahrain,2,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-03-24,El Salvador,Gabon,1,0,International Friendly,Neutral,Neutral,False,0.3
2010-03-27,Morocco,Qatar,1,1,International Friendly,Neutral,Neutral,False,0.3
2010-03-27,Guatemala,Albania,1,0,Copa America,Neutral,Neutral,True,0.75
2010-03-27,El Salvador,Burkina Faso,1,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-03-30,Argentina,Sudan,5,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-03-31,Kazakhstan,Romania,0,1,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-03-31,Burkina Faso,Belize,0,0,Africa Cup of Nations,Neutral,Neutral,True,0.6
2010-04-01,Albania,Northern Ireland,1,1,Copa America,Neutral,Neutral,True,0.75
2010-04-01,Burkina Faso,Kosovo,1,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-04-01,Angola,Bahrain,0,1,International Friendly,Neutral,Neutral,False,0.3
2010-04-07,Oman,Estonia,1,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-04-10,Guatemala,Burkina Faso,2,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-04-10,Uzbekistan,Bosnia-Herzegovina,1,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-04-11,Bahamas,Romania,2,2,UEFA European Championship,Neutral,Neutral,False,0.8
2010-04-11,Argentina,Malaysia,3,0,FIFA World Cup,Neutral,Neutral,True,1.0
2010-04-11,Rwanda,Czech Republic,0,2,International Friendly,Neutral,Neutral,False,0.3
2010-04-14,Kenya,Tajikistan,1,2,Copa America,Neutral,Neutral,True,0.75
2010-04-14,Burkina Faso,Italy,0,2,Africa Cup of Nations,Neutral,Neutral,True,0.6
2010-04-14,Honduras,Iraq,0,3,International Friendly,Neutral,Neutral,False,0.3
2010-04-18,Ethiopia,Suriname,0,1,UEFA European Championship,Neutral,Neutral,False,0.8
2010-04-19,Bermuda,Ivory Coast,1,1,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-04-19,Cyprus,Canada,0,0,International Friendly,Neutral,Neutral,False,0.3
2010-04-20,Poland,Brazil,0,4,UEFA European Championship,Neutral,Neutral,False,0.8
2010-04-21,China,England,0,3,Copa America,Neutral,Neutral,True,0.75
2010-04-21,Nigeria,Albania,2,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-04-22,Vietnam,South Korea,0,1,International Friendly,Neutral,Neutral,False,0.3
2010-04-24,Italy,Zambia,1,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-04-24,Australia,Finland,1,1,AFC Asian Cup,Neutral,Neutral,True,0.6
2010-04-25,Belgium,Azerbaijan,2,0,Copa America,Neutral,Neutral,True,0.75
2010-04-28,Gabon,Netherlands,1,0,UEFA Nations League,Neutral,Neutral,False,0.5
2010-04-28,Malaysia,South Africa,1,1,AFC Asian Cup,Neutral,Neutral,True,0.6
2010-04-28,Jordan,Guyana,3,2,FIFA World Cup,Neutral,Neutral,True,1.0
2010-04-28,Northern Ireland,Kosovo,1,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-04-29,Saudi Arabia,Tunisia,3,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-04-29,Norway,Gambia,1,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-04-30,Wales,Iraq,2,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-05-01,Sudan,Australia,0,0,International Friendly,Neutral,Neutral,False,0.3
2010-05-06,Jordan,Romania,3,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-05-07,Mali,Scotland,2,3,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-05-11,Colombia,Cyprus,3,0,International Friendly,Neutral,Neutral,False,0.3
2010-05-12,Uzbekistan,Portugal,0,0,Africa Cup of Nations,Neutral,Neutral,True,0.6
2010-05-12,Tunisia,French Guiana,2,3,International Friendly,Neutral,Neutral,False,0.3
2010-05-12,Sudan,Morocco,2,2,International Friendly,Neutral,Neutral,False,0.3
2010-05-13,Tajikistan,Palestine,2,1,Africa Cup of Nations,Neutral,Neutral,True,0.6
2010-05-14,Kyrgyzstan,Liberia,0,0,UEFA Nations League,Neutral,Neutral,False,0.5
2010-05-15,Tajikistan,Iran,1,1,Africa Cup of Nations,Neutral,Neutral,True,0.6
2010-05-15,New Caledonia,USA,0,2,UEFA European Championship,Neutral,Neutral,False,0.8
2010-05-18,Romania,Cape Verde,3,0,UEFA Nations League,Neutral,Neutral,False,0.5
2010-05-19,Cape Verde,Benin,1,1,International Friendly,Neutral,Neutral,False,0.3
2010-05-20,Equatorial Guinea,Iceland,0,1,Copa America,Neutral,Neutral,True,0.75
2010-05-21,Hungary,Nigeria,2,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-05-21,Haiti,Cape Verde,1,1,CONCACAF Gold Cup,Neutral,Neutral,True,0.55
2010-05-21,Palestine,Norway,1,0,UEFA Nations League,Neutral,Neutral,False,0.5
2010-05-21,Liechtenstein,Rwanda,0,0,Copa America,Neutral,Neutral,True,0.75
2010-05-21,Slovakia,Mali,2,1,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-05-22,Portugal,Iraq,1,1,Africa Cup of Nations,Neutral,Neutral,True,0.6
2010-05-24,Trinidad and Tobago,Bahrain,2,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-05-24,Malta,Ukraine,1,1,International Friendly,Neutral,Neutral,False,0.3
2010-05-24,Korea DPR,Senegal,3,2,International Friendly,Neutral,Neutral,False,0.3
2010-05-25,Romania,Spain,0,1,UEFA Nations League,Neutral,Neutral,False,0.5
2010-05-25,Tunisia,Congo,1,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-05-25,Zambia,Malaysia,2,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-05-27,Georgia,Syria,1,0,FIFA World Cup,Neutral,Neutral,True,1.0
2010-05-27,Croatia,Moldova,3,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-05-27,Guinea,Faroe Islands,2,1,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-05-28,Portugal,Hungary,2,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-05-30,Sweden,Algeria,2,1,UEFA Nations League,Neutral,Neutral,False,0.5
2010-05-31,Burundi,Turkey,1,2,UEFA European Championship,Neutral,Neutral,False,0.8
2010-06-01,Bosnia-Herzegovina,Nigeria,1,0,International Friendly,Neutral,Neutral,False,0.3
2010-06-02,Czech Republic,Central African Republic,2,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-06-02,Cyprus,Kosovo,2,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-06-04,Slovenia,Peru,4,1,Africa Cup of Nations,Neutral,Neutral,True,0.6
2010-06-04,Lebanon,Comoros,0,1,International Friendly,Neutral,Neutral,False,0.3
2010-06-05,Guinea,South Korea,2,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-06-05,Georgia,Suriname,0,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-06-06,Poland,China,0,0,AFC Asian Cup,Neutral,Neutral,True,0.6
2010-06-06,Equatorial Guinea,Saudi Arabia,1,2,International Friendly,Neutral,Neutral,False,0.3
2010-06-08,Australia,Benin,1,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-06-09,Belarus,Angola,0,2,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-06-09,Brazil,Benin,3,0,UEFA Nations League,Neutral,Neutral,False,0.5
2010-06-09,Austria,Tajikistan,1,2,Copa America,Neutral,Neutral,True,0.75
2010-06-10,Vietnam,Colombia,0,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-06-11,Indonesia,Serbia,1,0,UEFA Nations League,Neutral,Neutral,False,0.5
2010-06-12,Kyrgyzstan,Morocco,1,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-06-13,Benin,Slovenia,1,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-06-13,Georgia,Algeria,1,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-06-13,Brazil,Ukraine,4,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-06-15,Liberia,Burkina Faso,1,1,International Friendly,Neutral,Neutral,False,0.3
2010-06-17,Curaçao,Gabon,0,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-06-19,Cuba,Central African Republic,1,2,UEFA Nations League,Neutral,Neutral,False,0.5
2010-06-19,San Marino,Sudan,3,1,AFC Asian Cup,Neutral,Neutral,True,0.6
2010-06-20,New Caledonia,DR Congo,1,1,FIFA World Cup,Neutral,Neutral,True,1.0
2010-06-20,Belgium,Georgia,0,1,Africa Cup of Nations,Neutral,Neutral,True,0.6
2010-06-20,Armenia,Romania,1,0,International Friendly,Neutral,Neutral,False,0.3
2010-06-20,Rwanda,Kosovo,2,0,International Friendly,Neutral,Neutral,False,0.3
2010-06-21,Guadeloupe,Iran,1,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-06-21,DR Congo,Gibraltar,1,3,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-06-22,Lebanon,Uruguay,0,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-06-22,Kosovo,Austria,0,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-06-22,Bosnia-Herzegovina,Suriname,2,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-06-23,Bolivia,Brazil,0,2,CONCACAF Gold Cup,Neutral,Neutral,True,0.55
2010-06-24,Ukraine,Mauritania,2,1,International Friendly,Neutral,Neutral,False,0.3
2010-06-27,Burundi,Palestine,0,1,International Friendly,Neutral,Neutral,False,0.3
2010-06-27,Finland,Cuba,2,2,CONCACAF Gold Cup,Neutral,Neutral,True,0.55
2010-06-27,Canada,Austria,0,3,AFC Asian Cup,Neutral,Neutral,True,0.6
2010-06-28,Slovakia,Croatia,1,1,Copa America,Neutral,Neutral,True,0.75
2010-06-30,Lithuania,South Korea,1,2,Copa America,Neutral,Neutral,True,0.75
2010-07-02,England,Guadeloupe,1,0,Africa Cup of Nations,Neutral,Neutral,True,0.6
2010-07-03,Seychelles,Guinea-Bissau,1,1,Africa Cup of Nations,Neutral,Neutral,True,0.6
2010-07-04,Iraq,Saudi Arabia,1,2,International Friendly,Neutral,Neutral,False,0.3
2010-07-05,Venezuela,Liechtenstein,0,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-07-06,Ghana,Algeria,2,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-07-07,Honduras,Bolivia,2,2,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-07-08,Angola,New Caledonia,1,1,Copa America,Neutral,Neutral,True,0.75
2010-07-09,Jordan,Malaysia,1,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-07-10,USA,Estonia,1,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-07-13,Mexico,Brazil,1,2,CONCACAF Gold Cup,Neutral,Neutral,True,0.55
2010-07-14,Montenegro,Rwanda,0,2,CONCACAF Gold Cup,Neutral,Neutral,True,0.55
2010-07-14,New Caledonia,Cuba,2,1,International Friendly,Neutral,Neutral,False,0.3
2010-07-17,Honduras,Jamaica,2,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-07-18,Czech Republic,Finland,0,1,International Friendly,Neutral,Neutral,False,0.3
2010-07-19,Fiji,Kenya,0,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-07-20,Netherlands,Cyprus,2,0,UEFA Nations League,Neutral,Neutral,False,0.5
2010-07-21,Tanzania,Guadeloupe,0,3,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-07-21,South Africa,Saudi Arabia,1,2,International Friendly,Neutral,Neutral,False,0.3
2010-07-22,Netherlands,Ukraine,2,0,International Friendly,Neutral,Neutral,False,0.3
2010-07-22,Guinea-Bissau,Guyana,2,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-07-23,Venezuela,Guadeloupe,2,1,International Friendly,Neutral,Neutral,False,0.3
2010-07-23,Hungary,Nicaragua,2,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-07-24,Malaysia,Haiti,0,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-07-24,Liechtenstein,USA,1,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-07-25,South Sudan,Comoros,2,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-07-26,Liberia,Slovakia,0,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-07-28,Congo,Australia,0,1,International Friendly,Neutral,Neutral,False,0.3
2010-07-28,Zambia,Kenya,0,2,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-07-28,Bahrain,Guinea-Bissau,2,3,UEFA European Championship,Neutral,Neutral,False,0.8
2010-07-29,Spain,Greece,1,0,FIFA World Cup,Neutral,Neutral,True,1.0
2010-07-30,Algeria,Panama,2,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-08-02,North Macedonia,Brazil,0,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-08-02,Fiji,North Macedonia,3,3,Copa America,Neutral,Neutral,True,0.75
2010-08-03,Netherlands,Argentina,0,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-08-04,Iraq,Spain,1,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-08-04,New Zealand,Malaysia,1,2,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-08-06,Tunisia,Mozambique,2,0,UEFA Nations League,Neutral,Neutral,False,0.5
2010-08-06,Ukraine,Faroe Islands,0,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-08-06,Guinea-Bissau,Germany,0,2,International Friendly,Neutral,Neutral,False,0.3
2010-08-07,Nicaragua,Latvia,1,2,Copa America,Neutral,Neutral,True,0.75
2010-08-10,Zambia,Congo,0,1,International Friendly,Neutral,Neutral,False,0.3
2010-08-11,Zambia,Burkina Faso,1,1,International Friendly,Neutral,Neutral,False,0.3
2010-08-13,Togo,Guadeloupe,0,0,UEFA Nations League,Neutral,Neutral,False,0.5
2010-08-13,Bermuda,Honduras,1,1,Africa Cup of Nations,Neutral,Neutral,True,0.6
2010-08-14,Gibraltar,Guadeloupe,0,0,Copa America,Neutral,Neutral,True,0.75
2010-08-14,French Guiana,Moldova,1,0,FIFA World Cup,Neutral,Neutral,True,1.0
2010-08-14,Italy,Guyana,2,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-08-15,Sudan,South Korea,2,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-08-16,New Zealand,Sweden,1,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-08-16,Estonia,Ghana,0,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-08-19,El Salvador,Hungary,1,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-08-22,Nicaragua,Kazakhstan,2,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-08-22,France,Oman,5,0,International Friendly,Neutral,Neutral,False,0.3
2010-08-22,Niger,Belize,1,2,UEFA European Championship,Neutral,Neutral,False,0.8
2010-08-23,Latvia,New Zealand,3,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-08-25,Scotland,Spain,1,2,FIFA World Cup,Neutral,Neutral,True,1.0
2010-08-26,New Zealand,Finland,1,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-08-27,Montenegro,Bolivia,1,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-08-27,Mali,Sierra Leone,0,1,UEFA Nations League,Neutral,Neutral,False,0.5
2010-08-28,Uganda,Tahiti,2,0,AFC Asian Cup,Neutral,Neutral,True,0.6
2010-09-01,Uzbekistan,Bosnia-Herzegovina,1,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-09-01,South Sudan,USA,3,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-09-01,Romania,Montenegro,2,0,CONCACAF Gold Cup,Neutral,Neutral,True,0.55
2010-09-01,Malaysia,Sudan,0,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-09-03,Palestine,Luxembourg,1,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-09-04,Cape Verde,Czech Republic,2,2,CONCACAF Gold Cup,Neutral,Neutral,True,0.55
2010-09-06,Czech Republic,Netherlands,0,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-09-06,Australia,Bahamas,2,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-09-08,Faroe Islands,Cuba,1,1,International Friendly,Neutral,Neutral,False,0.3
2010-09-08,Australia,Guadeloupe,1,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-09-08,Mauritania,South Korea,0,0,FIFA World Cup,Neutral,Neutral,True,1.0
2010-09-09,Kosovo,Algeria,1,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-09-09,Barbados,Gabon,1,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-09-12,Curaçao,Cape Verde,1,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-09-12,Cameroon,Guinea,1,0,AFC Asian Cup,Neutral,Neutral,True,0.6
2010-09-12,Zimbabwe,Guyana,1,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-09-13,New Zealand,Mexico,0,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-09-14,Japan,Solomon Islands,3,0,UEFA Euro Qualification,Neutral,Neutral,False,0.7
2010-09-15,Germany,Iceland,3,0,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-09-15,Ivory Coast,Liechtenstein,0,0,FIFA World Cup,Neutral,Neutral,True,1.0
2010-09-16,Gibraltar,Albania,3,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-09-18,Suriname,Cape Verde,1,3,Africa Cup of Nations,Neutral,Neutral,True,0.6
2010-09-19,Comoros,Palestine,0,2,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-09-19,Mexico,Mali,0,0,FIFA World Cup,Neutral,Neutral,True,1.0
2010-09-20,Indonesia,England,1,2,International Friendly,Neutral,Neutral,False,0.3
2010-09-20,Greece,Chile,1,0,UEFA Nations League,Neutral,Neutral,False,0.5
2010-09-23,Malaysia,New Caledonia,2,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-09-23,Ghana,New Zealand,1,1,International Friendly,Neutral,Neutral,False,0.3
2010-09-24,Ireland,Denmark,3,1,FIFA World Cup Qualification,Neutral,Neutral,False,0.9
2010-09-25,Spain,Algeria,2,1,International Friendly,Neutral,Neutral,False,0.3
2010-09-27,United Arab Emirates,Brazil,0,3,FIFA World Cup,Neutral,Neutral,True,1.0
